Classification,Year,Period,Period.Desc.,Aggregate.Level,Is.Leaf.Code,Trade.Flow.Code,Trade.Flow,Reporter.Code,Reporter,Reporter.ISO,Partner.Code,Partner,Partner.ISO,X2nd.Partner.Code,X2nd.Partner,X2nd.Partner.ISO,Customs.Proc..Code,Customs,Mode.of.Transport.Code,Mode.of.Transport,Commodity.Code,Commodity,Qty.Unit.Code,Qty.Unit,Qty,Alt.Qty.Unit.Code,Alt.Qty.Unit,Alt.Qty,Netweight..kg.,Gross.weight..kg.,Trade.Value.(US$),CIF.Trade.Value..US..,FOB.Trade.Value..US..,Flag
H5,2018,2018,2018,0,0,1,Import,764,Thailand,THA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2.49E+11,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,764,Thailand,THA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.52E+11,NA,NA,4
H5,2018,2018,2018,0,0,3,Re-Export,764,Thailand,THA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,246094240,NA,NA,0
H5,2018,2018,2018,0,0,4,Re-Import,764,Thailand,THA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3418719090,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,768,Togo,TGO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1907143990,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,768,Togo,TGO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1024037778,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.45E+11,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3.88E+11,NA,NA,4
H5,2018,2018,2018,0,0,3,Re-Export,784,United Arab Emirates,ARE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.15E+11,NA,NA,0
H5,2018,2018,2018,0,0,1,Import,788,Tunisia,TUN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,22694713774,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,788,Tunisia,TUN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,15521228910,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,792,Turkey,TUR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2.23E+11,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,792,Turkey,TUR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.68E+11,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,800,Uganda,UGA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,6729436499,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,800,Uganda,UGA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3087363576,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,807,North Macedonia,MKD,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,9051677474,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,807,North Macedonia,MKD,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,6906336855,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,826,United Kingdom,GBR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,6.72E+11,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,826,United Kingdom,GBR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4.91E+11,NA,NA,4
H5,2018,2018,2018,0,0,4,Re-Import,826,United Kingdom,GBR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5055648184,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8553677024,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3669212438,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,842,USA,USA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.61E+12,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,842,USA,USA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.67E+12,NA,NA,4
H5,2018,2018,2018,0,0,3,Re-Export,842,USA,USA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.52E+11,NA,NA,0
H5,2018,2018,2018,0,0,1,Import,858,Uruguay,URY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8893245997,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,858,Uruguay,URY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,7498004935,NA,NA,4
H5,2018,2018,2018,0,0,4,Re-Import,858,Uruguay,URY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,21494820,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,17313951650,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,860,Uzbekistan,UZB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,10919011727,NA,NA,4
H5,2018,2018,2018,0,0,3,Re-Export,860,Uzbekistan,UZB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,275293334,NA,NA,0
H5,2018,2018,2018,0,0,4,Re-Import,860,Uzbekistan,UZB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,10422846,NA,NA,0
H5,2018,2018,2018,0,0,1,Import,887,Yemen,YEM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3309026257,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,887,Yemen,YEM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,15456132,NA,NA,0
H5,2018,2018,2018,0,0,3,Re-Export,887,Yemen,YEM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5623012,NA,NA,0
H5,2018,2018,2018,0,0,1,Import,894,Zambia,ZMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,9462438634,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,894,Zambia,ZMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,9043157369,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,4,Afghanistan,AFG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,7406590324,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,4,Afghanistan,AFG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,884504496,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,4,Afghanistan,AFG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,9263097,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,44,Bahamas,BHS,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3523973184,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,44,Bahamas,BHS,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,524192922,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,90,Solomon Isds,SLB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,601388529,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,90,Solomon Isds,SLB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,569112008,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,90,Solomon Isds,SLB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1196778,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,108,Burundi,BDI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,793512239,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,108,Burundi,BDI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,169071156,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,108,Burundi,BDI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8746679,NA,NA,0
H4,2018,2018,2018,0,0,4,Re-Import,108,Burundi,BDI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,32659,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,814604296,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,132,Cabo Verde,CPV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,75270566,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,140,Central African Rep.,CAF,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,384386438,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,140,Central African Rep.,CAF,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,54264098,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,7930392931,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,20004284687,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,161825679,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,204,Benin,BEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3278030278,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,204,Benin,BEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,952223706,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,204,Benin,BEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,138073571,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,231,Ethiopia,ETH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,14985595756,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,231,Ethiopia,ETH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1548554591,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,231,Ethiopia,ETH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,258909023,NA,NA,0
H4,2018,2018,2018,0,0,4,Re-Import,231,Ethiopia,ETH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1226007,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,268,Georgia,GEO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,9136470708,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,268,Georgia,GEO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3355704732,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,268,Georgia,GEO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1129484797,NA,NA,0
H4,2018,2018,2018,0,0,4,Re-Import,268,Georgia,GEO,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5460112,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,270,Gambia,GMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,466239674,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,270,Gambia,GMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,11428464,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,270,Gambia,GMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,8412439,NA,NA,0
H4,2018,2018,2018,0,0,4,Re-Import,270,Gambia,GMB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,23487,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,275,State of Palestine,PSE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,6539589522,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,275,State of Palestine,PSE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1155634049,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,404,Kenya,KEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,17376721272,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,404,Kenya,KEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,6050420682,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,404,Kenya,KEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,705397207,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,454,Malawi,MWI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2706447071,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,454,Malawi,MWI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,879974472,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,478,Mauritania,MRT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3183164116,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,478,Mauritania,MRT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2051854542,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,484,Mexico,MEX,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,4.64E+11,NA,NA,0
H4,2018,2018,2018,0,0,2,Export,484,Mexico,MEX,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,4.51E+11,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,5764281783,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2706818216,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,854433561,NA,NA,0
H4,2018,2018,2018,0,0,4,Re-Import,498,Rep. of Moldova,MDA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,10318239,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,533,Aruba,ABW,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1257869571,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,533,Aruba,ABW,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,69762736,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,566,Nigeria,NGA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,43011523214,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,566,Nigeria,NGA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,62399742736,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,608,Philippines,PHL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.15E+11,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,608,Philippines,PHL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,67487668298,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,634,Qatar,QAT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,31695930258,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,634,Qatar,QAT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,84904616757,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,662,Saint Lucia,LCA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,672941162,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,662,Saint Lucia,LCA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,116813983,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,682,Saudi Arabia,SAU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.35E+11,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.95E+11,NA,NA,4
H4,2018,2018,2018,0,0,3,Re-Export,682,Saudi Arabia,SAU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8688081069,NA,NA,0
H4,2018,2018,2018,0,0,1,Import,686,Senegal,SEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8071410856,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,686,Senegal,SEN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3623242949,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,694,Sierra Leone,SLE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,986898687,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,694,Sierra Leone,SLE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,205368284,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,804,Ukraine,UKR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,57187093429,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,804,Ukraine,UKR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,47334679853,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,818,Egypt,EGY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,82444514414,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,818,Egypt,EGY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,29483042042,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,854,Burkina Faso,BFA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4295841213,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,854,Burkina Faso,BFA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3283185327,NA,NA,4
H4,2018,2018,2018,0,0,1,Import,882,Samoa,WSM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,362883715,NA,NA,4
H4,2018,2018,2018,0,0,2,Export,882,Samoa,WSM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,46101305,NA,NA,4
H3,2018,2018,2018,0,0,1,Import,28,Antigua and Barbuda,ATG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,569155190,NA,NA,4
H3,2018,2018,2018,0,0,2,Export,28,Antigua and Barbuda,ATG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,25841081,NA,NA,0
H3,2018,2018,2018,0,0,3,Re-Export,28,Antigua and Barbuda,ATG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,22566642,NA,NA,0
H3,2018,2018,2018,0,0,1,Import,328,Guyana,GUY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2400461423,NA,NA,4
H3,2018,2018,2018,0,0,2,Export,328,Guyana,GUY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1378691103,NA,NA,4
H3,2018,2018,2018,0,0,3,Re-Export,328,Guyana,GUY,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,13738254,NA,NA,0
H3,2018,2018,2018,0,0,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,353627074,NA,NA,4
H3,2018,2018,2018,0,0,2,Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,43665885,NA,NA,4
H3,2018,2018,2018,0,0,3,Re-Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4749465,NA,NA,0
H3,2018,2018,2018,0,0,1,Import,678,Sao Tome and Principe,STP,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,148305957,NA,NA,4
